"cod identificare fiscala"	"denumire"	"obligatii principale la bugetul de stat"	"obligatii accesorii la bugetul de stat"	"obligatii contestate la bugetul de stat"	"obligatii principale la bugetul asigurarilor sociale"	"obligatii accesorii la bugetul asigurarilor sociale"	"obligatii contesate la bugetul asigurarilor sociale"	"obligatii principale la bugetul asigurarilor de somaj"	"obligatii accesorii la bugetul asigurarilor de somaj"	"obligatii contestate la bugetul asigurarilor de somaj"	"obligatii principale la bugetul de sanatate"	"obligatii accesorii la bugetul de sanatate"	"obligatii contestate la bugetul de sanatate"
"6851677"	"GAMONI SRL"	"79629"	"0"	"0"	"40491"	"0"	"0"	"1886"	"0"	"0"	"16044"	"0"	"0"
"7207950"	"BURXEN SRL"	"161005"	"30410"	"74129"	"37473"	"1665"	"0"	"1009"	"35"	"0"	"14521"	"655"	"0"
"7223220"	"TEXACO TRADING COMEXIM SRL"	"91864"	"2258"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7224633"	"DRUM CONSTRUCT S.R.L."	"231481"	"0"	"0"	"94843"	"0"	"0"	"4371"	"0"	"0"	"37459"	"0"	"0"
"7227150"	"MIROTEX EX-IM SRL"	"49277"	"0"	"0"	"37381"	"0"	"0"	"1718"	"0"	"0"	"14781"	"0"	"0"
"6624968"	"TOTAL DISTRIBUTION GROUP VALCEA SRL"	"64091"	"0"	"0"	"29923"	"0"	"0"	"1392"	"0"	"0"	"11973"	"0"	"0"
"6626942"	"GLIGA INSTRUMENTE MUZICALE SA"	"68284"	"1902"	"0"	"126425"	"2970"	"0"	"4233"	"112"	"0"	"57052"	"1110"	"0"
"6627379"	"ANDOS COM SRL"	"66936"	"254"	"0"	"45497"	"0"	"0"	"2142"	"0"	"0"	"20036"	"0"	"0"
"6365014"	"PASSO COMPANY S.R.L."	"17597"	"14314"	"0"	"19418"	"19282"	"0"	"1583"	"16"	"0"	"11924"	"2461"	"0"
"6369717"	"MAN RO S.R.L."	"55730"	"279"	"0"	"6798"	"654"	"0"	"323"	"29"	"0"	"2980"	"263"	"0"
"7238833"	"FIZIC CONS.INVEST S.R.L."	"82647"	"0"	"0"	"23982"	"0"	"0"	"1125"	"0"	"0"	"9644"	"0"	"0"
"7240647"	"DAROMAV S.R.L."	"58735"	"673"	"0"	"13388"	"588"	"0"	"613"	"28"	"0"	"5328"	"240"	"0"
"7252420"	"VEGA TURISM S.A."	"194212"	"1546"	"0"	"159338"	"5215"	"0"	"7372"	"240"	"0"	"66040"	"2079"	"0"
"6643820"	"EFD INDUCTION S.R.L."	"0"	"0"	"0"	"69024"	"0"	"0"	"3378"	"0"	"0"	"26968"	"0"	"0"
"6386122"	"ACUM COM SA BRANESTI SRL"	"778046"	"395647"	"0"	"300529"	"171079"	"0"	"12592"	"7515"	"0"	"116698"	"66819"	"0"
"6403320"	"MOLDOTRANS AUTO S.A."	"90044"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6884780"	"ENERGO S.A."	"79369"	"7987"	"0"	"159181"	"1969"	"0"	"4126"	"81"	"0"	"32453"	"804"	"0"
"7273601"	"SIM CORPORATE SRL"	"423939"	"10076"	"0"	"861392"	"19784"	"0"	"40584"	"944"	"0"	"355714"	"8135"	"0"
"7299830"	"FRIGO SYSTEM SRL"	"56738"	"4501"	"0"	"44530"	"1797"	"0"	"2096"	"86"	"0"	"18995"	"767"	"0"
"6644957"	"T DANCOR ROMCONSTRUCT SRL"	"34504"	"0"	"0"	"78092"	"0"	"0"	"3458"	"0"	"0"	"30577"	"0"	"0"
"6645189"	"REVICOM OIL SRL"	"29910"	"1701"	"0"	"70325"	"327"	"0"	"3119"	"13"	"0"	"27978"	"129"	"0"
"6646028"	"MEDITECH INTERNATIONAL SRL"	"66920"	"0"	"0"	"57495"	"0"	"0"	"2630"	"0"	"0"	"25952"	"0"	"0"
"6646907"	"APT RESOURCES & SERVICES SRL"	"64442"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6417890"	"UNIVERSAL CONSTRUCT MARKET S.A."	"232506"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6891280"	"ALL ELECTRICS 95 SRL"	"115943"	"7485"	"0"	"43673"	"10651"	"0"	"1263"	"383"	"0"	"18679"	"4127"	"0"
"6900281"	"AGROFAM HOLDING S.R.L."	"291916"	"887"	"0"	"50767"	"52"	"0"	"2331"	"2"	"0"	"22100"	"23"	"0"
"7324551"	"ELCO CONSTRUCT SRL"	"167541"	"8627"	"0"	"292951"	"4965"	"0"	"13260"	"224"	"0"	"126626"	"2151"	"0"
"6657035"	"COBADI IMPEX SRL"	"314377"	"33486"	"0"	"46575"	"6802"	"0"	"730"	"20"	"0"	"18032"	"2286"	"0"
"6660278"	"MONTICOR INDUSTRIES S.A."	"100165"	"135"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6441995"	"EUROIL SRL"	"0"	"3341161"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6936994"	"T.V.I. CONSTRUCT S.R.L."	"203757"	"2984"	"0"	"144778"	"1635"	"0"	"5564"	"62"	"0"	"60434"	"648"	"0"
"6674176"	"FRONTERA TRADING S.R.L."	"90287"	"0"	"0"	"114921"	"0"	"0"	"5353"	"0"	"0"	"45906"	"0"	"0"
"6682144"	"MIDA SRL"	"133964"	"0"	"0"	"27518"	"0"	"0"	"1289"	"0"	"0"	"11021"	"0"	"0"
"6683948"	"KUBO ICE CREAM COMPANY SRL"	"68103"	"2642"	"0"	"141930"	"17"	"0"	"6228"	"0"	"0"	"56528"	"6"	"0"
"6688392"	"AMNIOCEN SRL"	"196015"	"664"	"0"	"12267"	"202"	"0"	"512"	"5"	"0"	"5223"	"87"	"0"
"6458792"	"MOVIROM COM S.R.L."	"134850"	"0"	"0"	"16035"	"0"	"0"	"768"	"0"	"0"	"8391"	"0"	"0"
"6944830"	"MAUR S.A."	"148787"	"1104"	"0"	"58376"	"473"	"0"	"2676"	"22"	"0"	"24585"	"203"	"0"
"6958194"	"GINARD COM SRL"	"640"	"85678"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7406279"	"BIOFARM SRL"	"122719"	"2669"	"0"	"24201"	"298"	"0"	"1114"	"23"	"0"	"11589"	"136"	"0"
"6689452"	"MAGUS INTERNATIONAL CO S.R.L."	"138950"	"0"	"0"	"85071"	"0"	"0"	"3939"	"0"	"0"	"33706"	"0"	"0"
"6692571"	"PANCARPROD SRL"	"326641"	"0"	"0"	"255049"	"0"	"0"	"11478"	"0"	"0"	"101881"	"0"	"0"
"6704684"	"CRONA COM SRL"	"42575"	"0"	"0"	"33672"	"0"	"0"	"1542"	"0"	"0"	"13697"	"0"	"0"
"6467952"	"B.M.T. TRANS CONSTRUCT SRL"	"112044"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6476373"	"ADELINE PRODUCTION S.R.L."	"270423"	"65116"	"0"	"176074"	"54324"	"0"	"8586"	"2084"	"0"	"74945"	"18021"	"0"
"6477441"	"MECATEL PROD S.R.L."	"58549"	"2439"	"0"	"22232"	"100"	"0"	"1023"	"0"	"0"	"8891"	"40"	"0"
"6707206"	"PULS MEDICA SRL"	"113304"	"278"	"0"	"74936"	"570"	"0"	"3458"	"26"	"0"	"30005"	"228"	"0"
"6712237"	"ELIDOR S.R.L."	"46256"	"88111"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"0"
"6712270"	"INDA - BET SRL"	"83262"	"18919"	"0"	"31328"	"2530"	"0"	"601"	"59"	"0"	"14896"	"1072"	"0"
"6714416"	"VALDO TRADING 94 S.R.L."	"1603742"	"88406"	"0"	"53213"	"443"	"0"	"2439"	"17"	"0"	"22810"	"144"	"0"
"6480161"	"NORMAROM INDUSTRIE SRL"	"0"	"0"	"0"	"49580"	"0"	"0"	"2299"	"0"	"0"	"19764"	"0"	"0"
"6495545"	"SAMA MATAR INVEST S.R.L."	"71354"	"12100"	"0"	"24267"	"1913"	"0"	"1120"	"78"	"0"	"10596"	"818"	"0"
"7004174"	"SOCIETATEA HOTELIERA TIMES S.R.L."	"14293"	"0"	"0"	"25727"	"0"	"0"	"1209"	"0"	"0"	"10287"	"0"	"0"
"7446010"	"MULTINSTAL SRL"	"243645"	"9035"	"0"	"27563"	"965"	"0"	"1300"	"47"	"0"	"11715"	"376"	"0"
"7457345"	"PLUS S.R.L."	"87208"	"1068"	"0"	"5129"	"764"	"0"	"236"	"35"	"0"	"1769"	"322"	"0"
"6717374"	"CONDOR INVESTMENT GROUP S.R.L."	"37289"	"833"	"0"	"27464"	"152"	"0"	"1306"	"3"	"0"	"11996"	"62"	"0"
"6718140"	"NIRAN CO. PRODUCTS S.R.L."	"0"	"42869"	"0"	"0"	"6495"	"0"	"0"	"315"	"0"	"0"	"2774"	"0"
"6504724"	"ROM SERVICE STRUCTURI METALICE S.R.L."	"136535"	"0"	"0"	"71087"	"0"	"0"	"3446"	"0"	"0"	"39775"	"0"	"0"
"6505878"	"MEDUSA HOTEL INTERNATIONAL SRL"	"264372"	"0"	"0"	"483552"	"0"	"0"	"22633"	"0"	"0"	"213288"	"0"	"0"
"7025550"	"MEDICAROM GROUP SRL"	"3603775"	"1369363"	"0"	"238201"	"200503"	"0"	"10200"	"5489"	"0"	"87896"	"63640"	"0"
"7036770"	"FYNUŢURY SRL"	"1625012"	"547681"	"1888261"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7040690"	"AGRO-ARDEAL SRL"	"1400"	"0"	"0"	"67127"	"0"	"0"	"3069"	"0"	"0"	"26762"	"0"	"0"
"7487265"	"VALEX INTERNATIONAL EXIM SRL"	"34871"	"0"	"0"	"11371"	"0"	"0"	"529"	"0"	"0"	"4841"	"0"	"0"
"7500178"	"SPECTRUM INDUSTRIES S.R.L."	"140881"	"33798"	"0"	"16553"	"2345"	"0"	"775"	"95"	"0"	"7441"	"965"	"0"
"6728616"	"DENIS SRL"	"32856"	"11510"	"0"	"57363"	"12178"	"0"	"2584"	"458"	"0"	"23902"	"3982"	"0"
"6730420"	"SILVA LEMNTEX SRL"	"1612118"	"95394"	"0"	"6127"	"35"	"0"	"247"	"0"	"0"	"2090"	"0"	"0"
"6739810"	"IFANTIS ROMANIA SA"	"42675"	"1349"	"0"	"122955"	"2669"	"0"	"5777"	"121"	"0"	"50143"	"1093"	"0"
"6517651"	"CRISTILORY PROD SRL"	"43647"	"32"	"0"	"29842"	"36"	"0"	"1381"	"0"	"0"	"11978"	"18"	"0"
"7054849"	"ACTION C PROD IMPEX  SRL"	"68164"	"2212"	"0"	"152957"	"4338"	"0"	"7237"	"207"	"0"	"64840"	"1797"	"0"
"7507524"	"AL STOM COMPANY SRL"	"637152"	"42997"	"0"	"22753"	"7002"	"0"	"1913"	"352"	"0"	"17610"	"3035"	"0"
"6746868"	"ECO STAR REL SRL"	"1906674"	"141735"	"0"	"211021"	"16983"	"0"	"5923"	"393"	"0"	"77448"	"5745"	"0"
"6748290"	"TITANIC GRUP SRL"	"139758"	"0"	"0"	"47609"	"0"	"0"	"2175"	"0"	"0"	"18966"	"0"	"0"
"6759531"	"DURAL 94 SRL"	"67574"	"7406"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6549777"	"ARROW INTERNATIONAL SRL"	"284203"	"12711"	"0"	"0"	"3139"	"0"	"0"	"142"	"0"	"0"	"1324"	"0"
"6551424"	"EMSENS PROD S.R.L."	"183506"	"4540"	"0"	"188"	"338"	"0"	"8"	"8"	"0"	"74"	"132"	"0"
"6553280"	"S M RECOSEMTRACT S.R.L."	"31966"	"0"	"0"	"32027"	"0"	"0"	"1495"	"0"	"0"	"13257"	"0"	"0"
"6558864"	"ECO CLIMA INDUSTRIAL S.R.L."	"163372"	"33029"	"0"	"83605"	"18443"	"0"	"3954"	"811"	"0"	"33932"	"6890"	"0"
"7108590"	"ATLAS CORPORATION SRL"	"291198"	"262"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7567399"	"CHIRCU PROD-IMPEX COMPANY SRL"	"29307"	"122"	"0"	"47367"	"79"	"0"	"2422"	"5"	"0"	"21124"	"25"	"0"
"6780061"	"SONDRIO IMPEX SRL"	"121832"	"509"	"0"	"10040"	"270"	"0"	"475"	"13"	"0"	"4370"	"116"	"0"
"6564610"	"THREE FARM SRL"	"3744840"	"95684"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"6571308"	"T & S IMPEX SRL"	"55630"	"0"	"0"	"18725"	"0"	"0"	"836"	"0"	"0"	"8860"	"0"	"0"
"6571324"	"IMOB SRL"	"38359"	"0"	"0"	"14795"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"11823088"	"BKD ELECTRONIC SA"	"190264"	"1"	"0"	"37242"	"0"	"0"	"1720"	"0"	"0"	"15277"	"0"	"0"
"11827560"	"ECRO SRL"	"81596"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"13020468"	"ARTHUR GROUP SRL"	"1196627"	"154945"	"0"	"195937"	"18580"	"0"	"15858"	"1194"	"0"	"135428"	"10198"	"0"
"13039525"	"BELMA 2000 COMIMPEX S.R.L."	"62234"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"13040171"	"RITORSA TRANS S.R.L."	"3139640"	"671956"	"2461196"	"31619"	"502"	"0"	"1442"	"22"	"0"	"12974"	"196"	"0"
"12202836"	"TANEX SRL"	"0"	"0"	"0"	"129148"	"0"	"0"	"4091"	"0"	"0"	"34289"	"0"	"0"
"12230658"	"APAN CARS SRL"	"119928"	"0"	"0"	"5264"	"0"	"0"	"244"	"0"	"0"	"2304"	"0"	"0"
"12306330"	"CYPROM FOOD SRL"	"57616"	"4635"	"0"	"19952"	"505"	"0"	"904"	"20"	"0"	"7837"	"219"	"0"
"12315290"	"DAMCO S.R.L."	"99216"	"20187"	"0"	"158851"	"19255"	"0"	"4584"	"532"	"0"	"64396"	"7587"	"0"
"13043763"	"SEDA-INVEST SRL"	"413180"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"13070865"	"MAX STIL SRL"	"75099"	"12362"	"0"	"0"	"57"	"0"	"0"	"0"	"0"	"0"	"23"	"0"
"12242709"	"FRESH PLAZA SRL"	"84029844"	"83127673"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12258756"	"GINKGO ROMANIA SRL"	"723994"	"728"	"0"	"214027"	"0"	"0"	"11849"	"0"	"0"	"100336"	"0"	"0"
"12280354"	"EDITURA POLIROM S.A."	"245178"	"3907"	"0"	"54480"	"3069"	"0"	"2358"	"71"	"0"	"20339"	"587"	"0"
"13101341"	"ALAS ROMANIA SRL"	"101662"	"8140"	"0"	"168119"	"3365"	"0"	"8642"	"171"	"0"	"75385"	"1466"	"0"
"13123390"	"TEOMOD STYLE TRADING S.R.L."	"2048451"	"300074"	"0"	"314174"	"26164"	"0"	"12076"	"1034"	"0"	"96772"	"8019"	"0"
"13125537"	"GELLAAN IMPEX SRL"	"178214"	"1"	"0"	"77316"	"0"	"0"	"3725"	"0"	"0"	"33682"	"0"	"0"
"12354400"	"AGER LEASING IFN SA"	"632922"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12357350"	"AB T & CO S.R.L."	"585433"	"19740"	"0"	"35053"	"2070"	"0"	"1629"	"97"	"0"	"14050"	"883"	"0"
"12358950"	"SAPACO 2000 SA"	"225706"	"37104"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12381480"	"ALCONOR COMPANY SRL"	"59675"	"2598"	"0"	"125754"	"0"	"0"	"5764"	"0"	"0"	"49580"	"0"	"0"
"13140030"	"INTERPESCA SRL"	"457218"	"2820"	"0"	"17124"	"579"	"0"	"730"	"20"	"0"	"6230"	"181"	"0"
"13147373"	"CLINICA ROMGERMED SRL"	"157754"	"8432"	"0"	"111992"	"2078"	"0"	"5139"	"97"	"0"	"45501"	"827"	"0"
"11831498"	"EXPAND HEALTH ROUMANIA FILIALA SRL"	"331384"	"13687"	"0"	"224045"	"7017"	"0"	"10585"	"365"	"0"	"93657"	"2902"	"0"
"11836894"	"CHIMSPORT S.A."	"478875"	"0"	"0"	"321736"	"0"	"0"	"14802"	"0"	"0"	"129395"	"0"	"0"
"11851070"	"EUROPACK BUILDING SOLUTIONS SRL"	"228491"	"17643"	"0"	"23364"	"99"	"0"	"1052"	"2"	"0"	"9548"	"38"	"0"
"11510536"	"ROSAN GRUP SRL"	"40219"	"0"	"0"	"11096"	"0"	"0"	"508"	"0"	"0"	"4652"	"0"	"0"
"11868292"	"DRAGONER STAR SRL"	"1205291"	"254836"	"0"	"532229"	"63780"	"0"	"24435"	"2733"	"0"	"207445"	"22936"	"0"
"11882459"	"HURAD SRL"	"32216"	"0"	"0"	"84588"	"18"	"0"	"4026"	"0"	"0"	"37538"	"0"	"0"
"12423756"	"EVEREST INTERNATIONAL HOLDING SRL"	"646214"	"12769"	"0"	"51247"	"1061"	"0"	"2413"	"46"	"0"	"19659"	"403"	"0"
"12430214"	"YOUR FRIEND SRL"	"29155"	"94"	"0"	"29108"	"1216"	"0"	"1287"	"49"	"0"	"11788"	"482"	"0"
"12732298"	"CENTRUL MEDICAL ROMAR SRL"	"336441"	"70499"	"0"	"514637"	"24543"	"0"	"21505"	"800"	"0"	"6803"	"2955"	"0"
"11911201"	"QUARK MOTORS SRL"	"76683"	"0"	"0"	"41825"	"0"	"0"	"1903"	"0"	"0"	"17728"	"0"	"0"
"12442588"	"DDS GROUP SRL"	"198739"	"0"	"0"	"114923"	"1116"	"0"	"5431"	"53"	"0"	"46681"	"435"	"0"
"12448483"	"INTEGRISOFT SOLUTIONS SRL"	"219103"	"1313"	"0"	"25124"	"414"	"0"	"1195"	"17"	"0"	"10786"	"183"	"0"
"12452549"	"GLOBAL SECURITY SISTEM SA"	"298295"	"145403"	"0"	"99212"	"61652"	"0"	"0"	"1906"	"0"	"0"	"16971"	"0"
"12755542"	"ROMPREST SECURITY SRL"	"1005413"	"52223"	"0"	"550227"	"31529"	"0"	"24884"	"1431"	"0"	"213110"	"12385"	"0"
"11580884"	"PRO INSTAL GRUP SRL"	"33941"	"0"	"0"	"13422"	"0"	"0"	"639"	"0"	"0"	"5406"	"0"	"0"
"12481552"	"PROMEDIVET S.R.L."	"96216"	"2991"	"0"	"52427"	"846"	"0"	"2431"	"41"	"0"	"20577"	"356"	"0"
"12774587"	"TED INTERNATIONAL 2000 SRL"	"8562"	"129"	"0"	"30014"	"0"	"0"	"797"	"0"	"0"	"11602"	"0"	"0"
"12778325"	"NICOTUD SRL"	"35649"	"1391"	"0"	"51267"	"377"	"0"	"2386"	"7"	"0"	"20888"	"135"	"0"
"12780864"	"GOOL GAME SRL"	"133740"	"0"	"0"	"12992"	"0"	"0"	"620"	"0"	"0"	"5655"	"0"	"0"
"12783585"	"TUŢU-TRANS SRL"	"53597"	"0"	"0"	"3044"	"0"	"0"	"141"	"0"	"0"	"1324"	"0"	"0"
"12792249"	"PROMAT COM DIVERS SRL"	"76943"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"11960611"	"T & T SERVICE 2000 SRL"	"67933"	"1952"	"0"	"526"	"361"	"0"	"28"	"8"	"0"	"228"	"150"	"0"
"11601529"	"ACTIV INVEST CONSTRUCT SRL"	"171426"	"0"	"0"	"33211"	"0"	"0"	"1536"	"0"	"0"	"14483"	"0"	"0"
"12810272"	"LONDON FASHION SRL"	"37"	"0"	"0"	"137748"	"0"	"0"	"6849"	"0"	"0"	"62611"	"0"	"0"
"11644430"	"ENERGOFISH IMPEX S.R.L."	"81061"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12512977"	"SINERGIA SERV_CONSULTING S.R.L."	"61115"	"0"	"0"	"4173"	"0"	"0"	"202"	"0"	"0"	"1896"	"0"	"0"
"12520228"	"J & M S.R.L."	"119381"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12525284"	"VERTICAL DESIGN SRL"	"226629"	"9239"	"0"	"23119"	"624"	"0"	"1043"	"29"	"0"	"8449"	"250"	"0"
"12532567"	"SALICE COMPROD SRL"	"167568"	"0"	"0"	"71943"	"0"	"0"	"3409"	"0"	"0"	"28984"	"0"	"0"
"12835617"	"MECAROM DOTCOM LTD SRL"	"128970"	"73"	"0"	"8467"	"0"	"0"	"389"	"0"	"0"	"3384"	"0"	"0"
"11658592"	"RO-MAT-CONSTRUCT SRL"	"498574"	"2427"	"0"	"71737"	"615"	"0"	"3364"	"29"	"0"	"29513"	"249"	"0"
"12541581"	"SARMAC SRL"	"690"	"0"	"0"	"74149"	"0"	"0"	"2845"	"0"	"0"	"29500"	"0"	"0"
"12071773"	"APEMIN TUSNAD S.A."	"0"	"0"	"0"	"80562"	"0"	"0"	"0"	"0"	"0"	"18157"	"0"	"0"
"12076835"	"EVOLUZIONE SRL"	"69144"	"7874"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12080402"	"MOBITELCO SRL"	"231731"	"10421"	"0"	"97429"	"2034"	"0"	"4590"	"92"	"0"	"42382"	"887"	"0"
"11684940"	"FRAMO ROMÂNIA SRL"	"47417"	"0"	"0"	"11690"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"11685538"	"PROMOTION SRL FILIALA BLAJ"	"294812"	"0"	"0"	"30524"	"0"	"0"	"1393"	"0"	"0"	"12523"	"0"	"0"
"12562282"	"CAPIROM S.R.L."	"286520"	"2281"	"0"	"164172"	"4119"	"0"	"7677"	"260"	"0"	"66625"	"1389"	"0"
"12879974"	"VALAHIA SECURITY SERVICES SRL"	"67284"	"30876"	"0"	"0"	"3637"	"0"	"0"	"145"	"0"	"0"	"1552"	"0"
"12887705"	"PRO ACVA INSTAL SRL"	"238474"	"14247"	"0"	"53736"	"748"	"0"	"2361"	"30"	"0"	"22558"	"314"	"0"
"12086723"	"ALTIUS SRL"	"976918"	"0"	"0"	"162393"	"0"	"0"	"7563"	"0"	"0"	"65531"	"0"	"0"
"12109428"	"B - TEAM CONSULT AND SERVICES SRL"	"51651"	"136"	"0"	"48596"	"111"	"0"	"2269"	"5"	"0"	"20290"	"67"	"0"
"11711432"	"GOSCOM VASLUI SA"	"196607"	"0"	"0"	"124375"	"0"	"0"	"5723"	"0"	"0"	"49366"	"0"	"0"
"11714498"	"AGREMENT SERV SRL"	"30671"	"1074"	"0"	"46479"	"5253"	"0"	"2241"	"230"	"0"	"20263"	"2126"	"0"
"12601233"	"SCANDIC DISTILLERIES SA"	"600000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12920852"	"LIQUID TECHNOLOGY ROMANIA SRL"	"86198"	"0"	"0"	"17182"	"0"	"0"	"812"	"0"	"0"	"7475"	"0"	"0"
"12131140"	"RING TEXTILE PRODUCTION RTP SRL"	"349632"	"0"	"0"	"382036"	"0"	"0"	"18820"	"0"	"0"	"161039"	"0"	"0"
"11753730"	"CENTRADE INTEGRATED SRL"	"113140"	"0"	"0"	"135061"	"0"	"0"	"6502"	"0"	"0"	"60370"	"0"	"0"
"11755382"	"GEMEDICA SRL"	"2321546"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12616765"	"PICIU SRL"	"101754"	"77891"	"176249"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12946054"	"CRESCENTO PRINT SRL"	"112777"	"0"	"0"	"17172"	"0"	"0"	"820"	"0"	"0"	"7472"	"0"	"0"
"12146132"	"INSTANT GROUP SRL"	"66045"	"5010"	"0"	"20135"	"0"	"0"	"950"	"0"	"0"	"8757"	"0"	"0"
"12160021"	"DIS INTERPLAST SRL"	"32387"	"605"	"0"	"55058"	"1274"	"0"	"2565"	"61"	"0"	"21633"	"512"	"0"
"12160390"	"RO - COMPANY CONSTRUCT CIS SRL"	"188504"	"0"	"0"	"58745"	"0"	"0"	"2759"	"0"	"0"	"23676"	"0"	"0"
"12623495"	"AGRO BADEN BANAT S.R.L."	"15333"	"2871"	"0"	"33408"	"1284"	"0"	"1552"	"60"	"0"	"13382"	"543"	"0"
"12636770"	"EX - LIBRIS S.R.L."	"59907"	"1493"	"0"	"11464"	"0"	"0"	"489"	"0"	"0"	"4486"	"0"	"0"
"12188782"	"TEMPLUL SRL"	"119326"	"5261"	"0"	"56829"	"1628"	"0"	"2682"	"66"	"0"	"24283"	"612"	"0"
"12189354"	"DUAL PROMO SRL"	"59467"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12199277"	"A.C.T. - ANTREPRIZA DE CONSTRUCTII SI TELECOMUNICATII S.R.L."	"171678"	"0"	"0"	"29451"	"0"	"0"	"0"	"0"	"0"	"9636"	"0"	"0"
"11791202"	"NAVROM-DELTA SA"	"36153"	"0"	"0"	"21458"	"0"	"0"	"935"	"0"	"0"	"9347"	"0"	"0"
"11792771"	"SECURITY W.B.C. SRL"	"96512"	"1314"	"0"	"63824"	"1067"	"0"	"3840"	"55"	"0"	"33384"	"453"	"0"
"11806249"	"ANGED S.R.L."	"149824"	"24419"	"0"	"42763"	"7013"	"0"	"2464"	"299"	"0"	"14534"	"2501"	"0"
"11806869"	"COLECT METAL SRL"	"2420203"	"1426648"	"0"	"0"	"1629"	"0"	"0"	"70"	"0"	"0"	"627"	"0"
"12661634"	"ICE BLINK CONSULTING S.R.L."	"0"	"376349"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"12662320"	"OCH LOGISTIC AG SRL"	"312391"	"71294"	"312391"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"10028726"	"AHL AUTO RENT SRL"	"135260"	"28658"	"0"	"72247"	"11192"	"0"	"3337"	"464"	"0"	"29662"	"4395"	"0"
"10029730"	"GRIG CHIROIU MEDIA COMPANY IMPEX SRL"	"102276"	"1195"	"0"	"15974"	"14"	"0"	"404"	"0"	"0"	"4051"	"6"	"0"
"10954506"	"SVOBODA COMPANY S.R.L."	"1435252"	"77432"	"0"	"84080"	"10141"	"0"	"4003"	"477"	"0"	"36813"	"4363"	"0"
"11354089"	"AQUA THERM CO SRL"	"238035"	"10984"	"0"	"0"	"161"	"0"	"0"	"21"	"0"	"3337"	"215"	"0"
"11357735"	"99 C.C.C. SA"	"50646"	"0"	"0"	"20510"	"0"	"0"	"968"	"0"	"0"	"8849"	"0"	"0"
"10447791"	"RO - STEF TRADING SRL"	"47168"	"1314"	"0"	"187278"	"3573"	"0"	"8915"	"149"	"0"	"81757"	"2172"	"0"
"10492865"	"ALUPLAST SRL"	"13267"	"0"	"0"	"25867"	"0"	"0"	"1243"	"0"	"0"	"11482"	"0"	"0"
"10492938"	"MACEPLAST ROMANIA SA"	"232584"	"0"	"0"	"49493"	"0"	"0"	"2282"	"0"	"0"	"20813"	"0"	"0"
"11389389"	"GRUP SAPTE SRL"	"1340706"	"76397"	"0"	"578225"	"20903"	"0"	"26852"	"975"	"0"	"228606"	"8011"	"0"
"11393363"	"SIMPA TRANS SRL"	"90008"	"654"	"0"	"27825"	"404"	"0"	"0"	"0"	"0"	"11296"	"152"	"0"
"11438007"	"SISTEMPLAST SA"	"159738"	"6230"	"0"	"97103"	"3839"	"0"	"4492"	"176"	"0"	"39197"	"1524"	"0"
