"cod identificare fiscala"	"denumire"	"obligatii principale la bugetul de stat"	"obligatii accesorii la bugetul de stat"	"obligatii contestate la bugetul de stat"	"obligatii principale la bugetul asigurarilor sociale"	"obligatii accesorii la bugetul asigurarilor sociale"	"obligatii contesate la bugetul asigurarilor sociale"	"obligatii principale la bugetul asigurarilor de somaj"	"obligatii accesorii la bugetul asigurarilor de somaj"	"obligatii contestate la bugetul asigurarilor de somaj"	"obligatii principale la bugetul de sanatate"	"obligatii accesorii la bugetul de sanatate"	"obligatii contestate la bugetul de sanatate"
"177453"	"STANIA-BAR SRL"	"159410"	"2665"	"0"	"32207"	"558"	"0"	"1522"	"27"	"0"	"13842"	"277"	"0"
"214942"	"MONO CONSTRUCTII S.R.L."	"0"	"0"	"0"	"2672360"	"734094"	"0"	"126226"	"4243"	"0"	"1148319"	"38517"	"0"
"234702"	"ELG MOTORS SRL"	"12382707"	"6520364"	"0"	"5226"	"5"	"0"	"246"	"0"	"0"	"2059"	"1"	"0"
"242403"	"GRUP 4 INSTALATII SA"	"2190905"	"636604"	"0"	"730273"	"97531"	"0"	"16863"	"3808"	"0"	"242472"	"35632"	"0"
"326709"	"SEMPREST S.R.L."	"601149"	"14217"	"0"	"258110"	"5823"	"0"	"12098"	"273"	"0"	"111297"	"2173"	"0"
"326717"	"TIMPURI NOI SA"	"24881"	"32708"	"0"	"41856"	"2115"	"0"	"1133"	"65"	"0"	"20502"	"625"	"0"
"182034"	"EUROCOM - EXPANSION SA"	"45831"	"0"	"0"	"50034"	"0"	"0"	"2308"	"0"	"0"	"19850"	"0"	"0"
"199133"	"FIMARO S.A."	"0"	"0"	"0"	"42558"	"0"	"0"	"0"	"0"	"0"	"11418"	"0"	"0"
"199206"	"CLUJANA S.A."	"137772"	"9767"	"0"	"142947"	"13749"	"0"	"5982"	"593"	"0"	"56267"	"5044"	"0"
"199311"	"I Q MANAGEMENT S.R.L."	"915635"	"48917"	"0"	"81250"	"2580"	"0"	"4076"	"129"	"0"	"37689"	"1173"	"0"
"201373"	"REMARUL 16 FEBRUARIE S.A."	"389941"	"0"	"0"	"180637"	"0"	"0"	"7212"	"0"	"0"	"71820"	"0"	"0"
"201659"	"FLACARA SA"	"296681"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"647"	"SINTOFARM S.A."	"29693"	"0"	"0"	"21060"	"0"	"0"	"847"	"0"	"0"	"8096"	"0"	"0"
"710"	"MOBILUX SA"	"112958"	"0"	"0"	"208882"	"0"	"0"	"9971"	"0"	"0"	"86859"	"0"	"0"
"930"	"INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU MECATRONICA SI TEHNICA MASURARII - I.N.C.D.M.T.M. BUCURESTI"	"71163"	"0"	"0"	"141136"	"0"	"0"	"5904"	"0"	"0"	"58929"	"0"	"0"
"5520"	"ALFA - BIT SRL"	"122386"	"748"	"0"	"42421"	"290"	"0"	"1931"	"13"	"0"	"17955"	"128"	"0"
"12382"	"COM-PEC SRL"	"29860"	"0"	"0"	"14218"	"0"	"0"	"671"	"0"	"0"	"6193"	"0"	"0"
"29643"	"HEMAT - ROM SRL"	"301678"	"53832"	"0"	"58924"	"2418"	"0"	"2788"	"90"	"0"	"24852"	"982"	"0"
"29716"	"EXMOBI COMPANY SRL"	"115928"	"547"	"0"	"3718"	"326"	"0"	"164"	"13"	"0"	"1406"	"123"	"0"
"35939"	"EGRETA COMERT SI SERVICII S.R.L."	"491110"	"30476"	"0"	"11114"	"2076"	"0"	"507"	"109"	"0"	"4379"	"1022"	"0"
"45592"	"MC MONIS S.R.L."	"284170"	"24697"	"0"	"6141"	"2106"	"0"	"287"	"101"	"0"	"2683"	"917"	"0"
"70642"	"IGNA CONSTRUCT SRL"	"89714"	"2419"	"0"	"21040"	"753"	"0"	"974"	"33"	"0"	"8315"	"321"	"0"
"106541"	"GP SAGEATA PROD SRL"	"172364"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"108135"	"OLIMP-IMPEX S.R.L."	"465847"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"128396"	"ANA IMEP S.A."	"121450"	"629"	"0"	"180259"	"0"	"0"	"1663"	"0"	"0"	"72427"	"0"	"0"
"129103"	"LACTAG SA"	"353602"	"2289"	"0"	"397143"	"6605"	"0"	"17689"	"283"	"0"	"158204"	"2873"	"0"
"401266"	"AUTOGARA INTERNATIONALA RAHOVA SA"	"121428"	"0"	"0"	"39912"	"0"	"0"	"806"	"0"	"0"	"19553"	"0"	"0"
"401614"	"CMA CONSTRUCT DEVELOPMENT SRL"	"94638"	"2957"	"0"	"16503"	"353"	"0"	"780"	"12"	"0"	"7115"	"153"	"0"
"403097"	"FREE MARKET PRODCOM SRL"	"93860"	"0"	"0"	"38992"	"0"	"0"	"1795"	"0"	"0"	"15555"	"0"	"0"
"403127"	"NET - SYSTEM SRL"	"80444"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"332158"	"CONTRAST IMPEX S.R.L."	"110802"	"0"	"0"	"9099"	"0"	"0"	"426"	"0"	"0"	"3561"	"0"	"0"
"335928"	"TITAN MASINI GRELE S.A."	"536189"	"0"	"0"	"107000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"339474"	"FAUR SA"	"132050"	"106"	"0"	"0"	"220"	"0"	"0"	"8"	"0"	"0"	"88"	"0"
"340312"	"IOR SA"	"609684"	"0"	"0"	"1051459"	"0"	"0"	"61721"	"24"	"0"	"442346"	"0"	"0"
"341032"	"UNICOMP SRL"	"1149448"	"7145"	"0"	"264610"	"1599"	"0"	"12372"	"74"	"0"	"112582"	"640"	"0"
"343009"	"MIORITA COM SRL"	"77869"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"351427"	"MC TREI STELE CO SRL"	"89569"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"353584"	"ANVER IMPEX SRL"	"12405"	"118366"	"0"	"29758"	"27568"	"0"	"1377"	"1155"	"0"	"12938"	"10124"	"0"
"355011"	"ASTRAL S.A."	"151773"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"356696"	"ICPE SAERP S.A."	"602005"	"23791"	"0"	"266424"	"12372"	"0"	"10855"	"495"	"0"	"111477"	"5142"	"0"
"361803"	"CASTEL FILM SRL"	"63126"	"26862"	"0"	"59749"	"105"	"0"	"2744"	"3"	"0"	"24181"	"32"	"0"
"364052"	"MICRI GOLD BIJUTERII SRL"	"339435"	"5041"	"0"	"7242"	"84"	"0"	"306"	"3"	"0"	"3162"	"35"	"0"
"365830"	"FLASH AUTOMATE DE CAFEA SRL"	"183877"	"23262"	"0"	"68877"	"6879"	"0"	"3357"	"304"	"0"	"35080"	"2497"	"0"
"367954"	"TEHNOROB SRL"	"0"	"0"	"0"	"39791"	"0"	"0"	"1837"	"0"	"0"	"19731"	"0"	"0"
"381541"	"INTERNATIONAL SERVICE C & C SRL"	"165655"	"2161"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"382024"	"MINIMAL A.P. SRL"	"570268"	"79990"	"0"	"336499"	"68349"	"0"	"2648"	"1362"	"0"	"1895"	"5826"	"0"
"382733"	"PRECON SRL"	"349842"	"45380"	"0"	"69785"	"24314"	"0"	"2878"	"1098"	"0"	"29617"	"10095"	"0"
"384530"	"HOFIGAL EXPORT IMPORT SA"	"0"	"65913"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"385446"	"ICTCM INSTITUTUL DE CERCETARE SI PROIECTARE TEHNOLOGICA PENTRU CONSTRUCTII MASINI SA"	"2324203"	"782910"	"630564"	"1207287"	"1414948"	"340582"	"96604"	"75864"	"32854"	"731595"	"675063"	"258448"
"388221"	"AUTOTRANS CALATORI FILARET S.A."	"38995"	"2816"	"0"	"9380"	"420"	"0"	"389"	"17"	"0"	"4000"	"176"	"0"
"428989"	"LEMARCO SA"	"1300982"	"74787"	"0"	"1252827"	"0"	"0"	"46415"	"0"	"0"	"477756"	"0"	"0"
"433853"	"SOCIETATE COOPERATIVA MESTESUGAREASCA TEHNOMETALICA"	"88323"	"4837"	"0"	"112842"	"3171"	"0"	"4577"	"131"	"0"	"47414"	"1338"	"0"
"544827"	"CONSTRUCTII CONICO SRL"	"1797751"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"558601"	"PERLA COVASNEI S.A."	"119307"	"0"	"0"	"3540"	"0"	"0"	"118"	"0"	"0"	"1441"	"0"	"0"
"565986"	"SERBIS S.R.L."	"32045"	"1066"	"0"	"61944"	"969"	"0"	"2846"	"32"	"0"	"25090"	"382"	"0"
"566515"	"A.C.I. BISTRITA SA"	"477207"	"30211"	"0"	"154655"	"6071"	"0"	"6342"	"261"	"0"	"65078"	"2569"	"0"
"570362"	"TRANSMIXT SA"	"227275"	"0"	"0"	"104617"	"0"	"0"	"4420"	"0"	"0"	"38486"	"0"	"0"
"573768"	"BETAK S.A."	"421077"	"36270"	"0"	"263707"	"16861"	"0"	"7225"	"412"	"0"	"106022"	"6181"	"0"
"447778"	"IMAS-MARKETING SI SONDAJE S.A."	"95641"	"0"	"0"	"1796"	"0"	"0"	"79"	"0"	"0"	"765"	"0"	"0"
"448218"	"SETTE IMPEX S.R.L."	"70376"	"18"	"0"	"17806"	"189"	"0"	"824"	"6"	"0"	"7069"	"75"	"0"
"449183"	"SIDERMA SA"	"72764"	"7904"	"0"	"180364"	"18061"	"0"	"6962"	"593"	"0"	"71239"	"6886"	"0"
"450943"	"ROLI TRANS SRL"	"60563"	"0"	"0"	"18701"	"0"	"0"	"882"	"0"	"0"	"8128"	"0"	"0"
"455746"	"PIATA DRUMUL TABEREI SRL"	"36356"	"887"	"0"	"22721"	"1064"	"0"	"1134"	"52"	"0"	"9738"	"464"	"0"
"456717"	"ADRAS COM IMPEX SRL"	"127394"	"1184"	"0"	"103232"	"614"	"0"	"4831"	"43"	"0"	"43048"	"273"	"0"
"481974"	"GLINA SA"	"2931092"	"14811"	"0"	"5745"	"83"	"0"	"0"	"0"	"0"	"187"	"1"	"0"
"482120"	"REMAT BUCURESTI SUD SA"	"1984"	"267097"	"0"	"1213"	"5993"	"0"	"107"	"211"	"0"	"1205"	"1685"	"0"
"484008"	"S.M.P. BERLIN SRL"	"136282"	"2063"	"0"	"151878"	"3822"	"0"	"7582"	"177"	"0"	"67768"	"1748"	"0"
"512620"	"HARMOPAN SA"	"580000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"527397"	"IRIS SERVICE CIUC SA"	"10917"	"320"	"0"	"870983"	"8374"	"0"	"21799"	"269"	"0"	"199615"	"5798"	"0"
"412028"	"ALCONEX S.R.L."	"42800"	"0"	"0"	"81059"	"0"	"0"	"3256"	"0"	"0"	"37483"	"0"	"0"
"413040"	"SIMPLEX COM S.R.L."	"475749"	"237734"	"616455"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"413600"	"FARMAPLUS S.A."	"889799"	"3796"	"0"	"330837"	"4400"	"0"	"15265"	"204"	"0"	"129501"	"1774"	"0"
"423140"	"ICPE S.A."	"53643"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"803727"	"ARMAX GAZ SA"	"684307"	"5633"	"0"	"202995"	"1964"	"0"	"8920"	"88"	"0"	"83452"	"802"	"0"
"827084"	"RACOVA S.A."	"17892"	"220"	"0"	"34105"	"0"	"0"	"1360"	"0"	"0"	"14939"	"0"	"0"
"840733"	"TESLA SRL"	"599215"	"71962"	"0"	"8380"	"31"	"0"	"382"	"0"	"0"	"3246"	"11"	"0"
"613803"	"MECANEX SA"	"48262"	"0"	"0"	"73232"	"0"	"0"	"2880"	"0"	"0"	"25974"	"0"	"0"
"622488"	"UNIVERSAL-LUXOR SRL"	"28977"	"0"	"0"	"14721"	"0"	"0"	"647"	"0"	"0"	"5656"	"0"	"0"
"641366"	"CASTRUM CORPORATION SRL"	"667830"	"6887"	"0"	"117016"	"165"	"0"	"4615"	"5"	"0"	"46725"	"66"	"0"
"645899"	"UNIO S.A."	"121633"	"13985"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"647024"	"LEBADA SRL"	"89459"	"0"	"89459"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"713624"	"PRODINCOM SA"	"45633"	"0"	"0"	"30256"	"0"	"0"	"1437"	"0"	"0"	"13066"	"0"	"0"
"744841"	"VALEA OBCINILOR S.R.L."	"42966"	"0"	"0"	"8404"	"0"	"0"	"389"	"0"	"0"	"3673"	"0"	"0"
"914431"	"MONDOTRANS S.A."	"107298"	"71010"	"0"	"53072"	"29599"	"0"	"675"	"607"	"0"	"11095"	"9995"	"0"
"921170"	"MINION S.R.L."	"31687"	"862"	"0"	"15822"	"320"	"0"	"739"	"9"	"0"	"6263"	"126"	"0"
"938970"	"COMPANIA NAŢIONALĂ ROMARM SA - FILIALA SOCIETATEA UZINA AUTOMECANICĂ MORENI  S.A."	"7547527"	"5319784"	"0"	"6676750"	"4835375"	"0"	"248808"	"239627"	"0"	"1010003"	"770636"	"0"
"1106825"	"ATRACTIV SRL"	"57111"	"1631"	"0"	"92842"	"2993"	"0"	"4268"	"82"	"0"	"36978"	"1203"	"0"
"1112568"	"PRODLACTA S.A."	"96139"	"0"	"0"	"149640"	"0"	"0"	"6925"	"11"	"0"	"60174"	"56"	"0"
"1124350"	"DIP & GIP SRL"	"45897"	"793"	"0"	"97192"	"0"	"0"	"4455"	"0"	"0"	"36142"	"1986"	"0"
"956372"	"ROGER S.R.L."	"75914"	"1385"	"0"	"129256"	"2411"	"0"	"5244"	"74"	"0"	"55944"	"966"	"0"
"958772"	"RAFO SA"	"352421"	"4257"	"0"	"766483"	"7465"	"0"	"26063"	"400"	"0"	"316074"	"3039"	"0"
"1063406"	"PLASTOMET SA"	"0"	"0"	"0"	"79467"	"0"	"0"	"3591"	"0"	"0"	"32635"	"0"	"0"
"1098838"	"SCORILLO INTERCOM S.R.L."	"4211856"	"5856627"	"0"	"81102"	"180"	"0"	"3671"	"0"	"0"	"32567"	"6"	"0"
"1098846"	"LUCA S.R.L."	"16040"	"1320"	"0"	"63644"	"5661"	"0"	"2871"	"336"	"0"	"24647"	"2580"	"0"
"1102556"	"REGIA AUTONOMA DE TRANSPORT BRASOV RA"	"623473"	"0"	"0"	"19420"	"0"	"0"	"881"	"0"	"0"	"7699"	"0"	"0"
"1106817"	"LEFRUMARIN SRL"	"34496"	"0"	"0"	"56265"	"0"	"0"	"2595"	"0"	"0"	"22898"	"0"	"0"
"842629"	"MECANO FUC SA"	"17408"	"0"	"0"	"41773"	"0"	"0"	"806"	"0"	"0"	"20261"	"0"	"0"
"892783"	"RUSU MARIN SRL"	"50120"	"12732"	"0"	"0"	"1344"	"0"	"0"	"64"	"0"	"0"	"551"	"0"
"901512"	"NUBIOLA ROMANIA SRL"	"61964"	"0"	"0"	"120311"	"0"	"0"	"5805"	"0"	"0"	"51070"	"0"	"0"
"1303452"	"GILMET S.R.L."	"104069"	"593"	"0"	"297706"	"2147"	"0"	"3556"	"64"	"0"	"93228"	"980"	"0"
"1305607"	"NICOLTANA SA"	"54880"	"0"	"0"	"71230"	"23"	"0"	"3317"	"0"	"0"	"29916"	"8"	"0"
"1307578"	"TOHANI S.A."	"125378"	"166"	"0"	"0"	"345"	"0"	"0"	"15"	"0"	"0"	"146"	"0"
"1315252"	"ROUA DEVELOPMENT S.A."	"445149"	"9409"	"0"	"1584"	"0"	"0"	"68"	"0"	"0"	"602"	"0"	"0"
"1323433"	"EDILCONST S.A."	"112392"	"5586"	"0"	"154780"	"2365"	"0"	"6771"	"97"	"0"	"62174"	"881"	"0"
"1346801"	"IPIP S.A."	"253879"	"9802"	"0"	"177326"	"2469"	"0"	"7751"	"109"	"0"	"71498"	"1011"	"0"
"1347483"	"CALLIOPE SRL"	"68547"	"1816"	"0"	"41544"	"1547"	"0"	"2466"	"73"	"0"	"17705"	"717"	"0"
"1350365"	"UPETROM 1 MAI SA"	"28309409"	"11493601"	"0"	"15316712"	"6209003"	"0"	"255335"	"46805"	"0"	"4282947"	"1752552"	"0"
"1355770"	"TRANSPORT CĂLĂTORI EXPRESS S.A."	"14527146"	"13416348"	"0"	"837912"	"2706"	"0"	"39445"	"127"	"0"	"334786"	"1083"	"0"
"1153363"	"RECOMPLAST S.R.L."	"183034"	"0"	"0"	"74893"	"0"	"0"	"3331"	"0"	"0"	"29875"	"0"	"0"
"1154806"	"LEGUME FRUCTE BUZAU SA"	"72631"	"3352"	"0"	"54287"	"4669"	"0"	"2606"	"224"	"0"	"22757"	"2084"	"0"
"1198926"	"IMATEX S.A."	"35989"	"0"	"0"	"80454"	"0"	"0"	"3550"	"0"	"0"	"33183"	"0"	"0"
"1223604"	"VES SA"	"218208"	"0"	"0"	"137668"	"0"	"0"	"0"	"0"	"0"	"36749"	"0"	"0"
"1239422"	"LARIX MOBILA SRL"	"0"	"799"	"0"	"238574"	"0"	"0"	"10637"	"0"	"0"	"93497"	"0"	"0"
"1245270"	"HE BA CONS S.R.L."	"293040"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1276366"	"AGRO PROD COM DOSA SRL"	"74893"	"105"	"0"	"35774"	"79"	"0"	"1669"	"3"	"0"	"14046"	"29"	"0"
"1432848"	"PLASTMET JVS SRL"	"44921"	"58"	"0"	"7647"	"0"	"0"	"363"	"0"	"0"	"3342"	"0"	"0"
"1437144"	"DMF POLIPLAST SRL"	"166381"	"0"	"0"	"47957"	"3041"	"0"	"2112"	"135"	"0"	"20514"	"1328"	"0"
"1566513"	"SOCIETATEA COOPERATIVA MESTESUGAREASCA ARTIM"	"91285"	"0"	"0"	"58334"	"0"	"0"	"2308"	"0"	"0"	"23026"	"0"	"0"
"1571005"	"PROIECT BUCURESTI SRL"	"3619576"	"365423"	"0"	"874545"	"178739"	"0"	"27575"	"7224"	"0"	"287404"	"57332"	"0"
"1573197"	"DIA TRANS CONSTRUCT SRL"	"278335"	"0"	"0"	"6897"	"0"	"0"	"326"	"0"	"0"	"3001"	"0"	"0"
"1576401"	"ROMAERO S.A."	"23478843"	"11004813"	"0"	"71601819"	"41668408"	"0"	"2096033"	"975276"	"0"	"22283926"	"12964907"	"0"
"1576509"	"GRIRO SA"	"0"	"73248"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1581793"	"INSTITUTUL GEOLOGIC AL ROMANIEI"	"188337"	"10832"	"0"	"1082625"	"138625"	"0"	"47505"	"5813"	"0"	"381456"	"50982"	"0"
"1446274"	"VESTI-RO S.A."	"43323"	"0"	"0"	"131325"	"0"	"0"	"5581"	"0"	"0"	"52221"	"0"	"0"
"1472990"	"ANTARES TRANSPORT S.A."	"68496"	"0"	"0"	"77289"	"0"	"0"	"3352"	"0"	"0"	"31529"	"0"	"0"
"1473244"	"DACOS SRL"	"132068"	"4859"	"0"	"142716"	"1783"	"0"	"6518"	"82"	"0"	"57399"	"674"	"0"
"1518001"	"GAMA S.A."	"249480"	"8148"	"0"	"287838"	"11724"	"0"	"13305"	"543"	"0"	"114414"	"4663"	"0"
"1538378"	"REMAT SA"	"10563"	"535"	"0"	"34993"	"1221"	"0"	"1324"	"39"	"0"	"13287"	"385"	"0"
"1544116"	"ANDU SRL"	"368972"	"88684"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1553483"	"IMPACT DEVELOPER & CONTRACTOR S.A."	"3301183"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1555360"	"SIMEX SA"	"12366"	"6611"	"0"	"32272"	"1324"	"0"	"1368"	"40"	"0"	"10636"	"458"	"0"
"1558391"	"INSTITUTUL NATIONAL DE CERCETARE - DEZVOLTARE PENTRU PROTECTIA MUNCII -I.N.C.D.P.M. ""ALEXANDRU DARABONT"" - BUCURESTI"	"92894"	"1615"	"0"	"140200"	"3347"	"0"	"5792"	"132"	"0"	"35572"	"1072"	"0"
"1380595"	"REMEX SRL"	"150204"	"281487"	"0"	"322869"	"141514"	"0"	"13130"	"5588"	"0"	"121332"	"51424"	"0"
"1384430"	"ELECTROTEL S.A."	"111392"	"42"	"0"	"230279"	"0"	"0"	"10593"	"0"	"0"	"80765"	"0"	"0"
"1688120"	"ARSAT INDUSTRIE SRL"	"42539"	"0"	"0"	"67392"	"0"	"0"	"3107"	"0"	"0"	"26986"	"0"	"0"
"1753139"	"GRUP CORINT SRL"	"146425"	"21456"	"0"	"132855"	"5779"	"0"	"6146"	"268"	"0"	"53402"	"2251"	"0"
"1583360"	"SICOR SRL"	"42708"	"346"	"0"	"21750"	"769"	"0"	"1029"	"27"	"0"	"9499"	"336"	"0"
"1583816"	"IPTANA SA"	"5461674"	"962473"	"0"	"3382570"	"737481"	"0"	"134397"	"26700"	"0"	"1376816"	"262238"	"0"
"1597803"	"CIEL ROMANIA SRL"	"0"	"0"	"0"	"37439"	"0"	"0"	"1785"	"0"	"0"	"16494"	"0"	"0"
"1605558"	"SOCIETATEA PENTRU EXPLOATARE PORTUARĂ DROBETA SA"	"0"	"422"	"0"	"65366"	"1501"	"0"	"3019"	"69"	"0"	"25924"	"609"	"0"
"1606030"	"SEVERNAV SA"	"457976"	"0"	"0"	"447715"	"0"	"0"	"20555"	"0"	"0"	"184950"	"0"	"0"
"1606162"	"MESACONS S.A."	"3025142"	"3390617"	"5242027"	"29165"	"4737"	"0"	"1312"	"189"	"0"	"10525"	"1599"	"0"
"1615365"	"LORY COM SRL"	"208928"	"0"	"0"	"7082"	"0"	"0"	"331"	"0"	"0"	"3073"	"0"	"0"
"1635346"	"DUNAREA SA"	"65690"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1635761"	"BAZA TRUST SRL"	"1004926"	"3360"	"0"	"1144"	"0"	"0"	"54"	"0"	"0"	"496"	"0"	"0"
"1678240"	"DIALMA SRL"	"56511"	"0"	"0"	"153197"	"0"	"0"	"7072"	"0"	"0"	"61111"	"0"	"0"
"1769011"	"T E A S.R.L."	"267998"	"4008"	"0"	"164692"	"1975"	"0"	"7463"	"89"	"0"	"65725"	"726"	"0"
"1888500"	"UMEX S.A."	"309160"	"22584"	"0"	"383491"	"15527"	"0"	"17118"	"520"	"0"	"154117"	"3779"	"0"
"1902648"	"SUN RECYCLING & TRADING SRL"	"6557"	"187196"	"0"	"11868"	"692"	"0"	"564"	"14"	"0"	"5164"	"273"	"0"
"1904088"	"METALICA D.G. SRL"	"65728"	"241"	"0"	"73745"	"453"	"0"	"3192"	"20"	"0"	"30986"	"186"	"0"
"1914600"	"ASTERIX SRL"	"46168"	"4063"	"0"	"0"	"340"	"0"	"0"	"14"	"0"	"0"	"142"	"0"
"1916457"	"ZAFA SRL"	"3018"	"2099"	"0"	"114515"	"2241"	"0"	"5147"	"16"	"0"	"42871"	"459"	"0"
"1810455"	"ATH CONSTRUCT SA"	"920232"	"68831"	"0"	"490433"	"33593"	"0"	"21054"	"1374"	"0"	"201587"	"13144"	"0"
"1814805"	"FILTY SA"	"114249"	"0"	"0"	"197468"	"0"	"0"	"9531"	"0"	"0"	"82646"	"0"	"0"
"1822638"	"U.M.T. SA"	"869016"	"505104"	"0"	"1321123"	"440318"	"0"	"52444"	"18029"	"0"	"462316"	"151325"	"0"
"1846548"	"MERIDIAN 22 SA"	"75419"	"1528"	"0"	"72838"	"716"	"0"	"3304"	"32"	"0"	"30736"	"291"	"0"
"1847330"	"MICROROYAL SRL"	"967896"	"54188"	"0"	"118159"	"5829"	"0"	"4102"	"175"	"0"	"46285"	"2080"	"0"
"1869894"	"SOTI CABLE NEPTUN SRL"	"1064261"	"3077"	"0"	"131315"	"1023"	"0"	"5738"	"45"	"0"	"55046"	"415"	"0"
"1883902"	"REGIA AUTONOMA TRANSPORT IN COMUN RA"	"9128551"	"1867039"	"0"	"4976027"	"1456809"	"0"	"216508"	"54680"	"0"	"1751750"	"441875"	"0"
"1758080"	"SOCIETATEA DE TRANSPORT PUBLIC S.A. ALBA IULIA"	"626257"	"6882"	"0"	"525626"	"0"	"0"	"21642"	"0"	"0"	"214898"	"0"	"0"
"2079559"	"TRICOTAJE FETESTI S.A."	"0"	"5667"	"0"	"36141"	"5607"	"0"	"0"	"179"	"0"	"13859"	"2241"	"0"
"2085984"	"MARCONI TRANS IMEX SRL"	"133850"	"223435"	"0"	"41901"	"10690"	"0"	"1690"	"428"	"0"	"14935"	"3724"	"0"
"1931597"	"MECAIND ULMENI SA"	"98436"	"19559"	"0"	"88681"	"10741"	"0"	"4110"	"501"	"0"	"51196"	"6767"	"0"
"1935467"	"ARCOM INTERNATIONAL COMPANY SRL"	"57227"	"17040"	"0"	"106049"	"671"	"0"	"4910"	"31"	"0"	"43342"	"287"	"0"
"1955995"	"INTERELECTRIC S.A."	"421"	"56"	"0"	"39944"	"384"	"0"	"1357"	"18"	"0"	"12996"	"159"	"0"
"1970790"	"INCOM SA"	"107747"	"6186"	"0"	"100327"	"5900"	"0"	"4184"	"223"	"0"	"36549"	"2324"	"0"
"1996928"	"ELECTROPUTERE VFU PAŞCANI S.A."	"1840946"	"0"	"0"	"730565"	"0"	"0"	"32555"	"0"	"0"	"288219"	"0"	"0"
"1999398"	"REGIA AUTONOMA DE GOSPODARIE COMUNALA SI LOCATIVA PASCANI RA"	"3597907"	"2130089"	"2813"	"969351"	"752454"	"267"	"0"	"0"	"0"	"153937"	"156989"	"0"
"2039716"	"SILKY MARKET SRL"	"124746"	"1085"	"0"	"16936"	"457"	"0"	"784"	"10"	"0"	"6880"	"167"	"0"
"2040290"	"GENERALCONSTRUCT S.A."	"18419"	"0"	"0"	"41137"	"0"	"0"	"1647"	"0"	"0"	"17882"	"0"	"0"
"2042665"	"STARO S.R.L."	"32121"	"0"	"0"	"25144"	"0"	"0"	"1163"	"0"	"0"	"10484"	"0"	"0"
"2043148"	"FEROMET M SRL"	"35616"	"0"	"0"	"59468"	"0"	"0"	"1649"	"0"	"0"	"24631"	"0"	"0"
"2150217"	"REVA S.A."	"467537"	"11109"	"0"	"233262"	"8779"	"0"	"9407"	"1111"	"0"	"85394"	"9906"	"0"
"2302889"	"S.U.C.P.I. S.A."	"51615"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"2306465"	"MICRON S.R.L."	"42751"	"0"	"0"	"22281"	"0"	"0"	"1022"	"0"	"0"	"8831"	"0"	"0"
"2315129"	"R.A.T. SRL"	"320698"	"96"	"0"	"354549"	"0"	"0"	"16255"	"0"	"0"	"140435"	"0"	"0"
"2315722"	"MAT S.A. CRAIOVA"	"47665"	"4846"	"0"	"21569"	"1029"	"0"	"899"	"36"	"0"	"8256"	"344"	"0"
"2326144"	"AVIOANE CRAIOVA S.A."	"18615016"	"15907909"	"0"	"23339400"	"23368991"	"0"	"974482"	"1001256"	"0"	"7428015"	"7979264"	"0"
"2330587"	"PHARMA PLUS 3 CALENDULA S.R.L."	"46231"	"685"	"0"	"24199"	"369"	"0"	"1115"	"18"	"0"	"10565"	"149"	"0"
"2351458"	"REGIA AUTONOMA A DISTRIBUTIEI SI EXPLOATARII FILMELOR ROMANIAFILM RA"	"1207549"	"117161"	"0"	"2975148"	"153661"	"0"	"111987"	"5296"	"0"	"1086297"	"51654"	"0"
